Index,Label
124680,Sliding Two Fingers Left
124681,Rolling Hand Backward
124682,Sliding Two Fingers Down
124683,Zooming In With Two Fingers
124684,No gesture
124685,Pushing Two Fingers Away
124686,Sliding Two Fingers Right
124687,Turning Hand Clockwise
124688,Shaking Hand
124689,No gesture
124691,Swiping Left
124692,Doing other things
124693,Swiping Left
124694,Pulling Two Fingers In
124695,Doing other things
124696,Zooming Out With Full Hand
124698,Thumb Up
124699,Zooming In With Two Fingers
124700,Swiping Right
124702,Doing other things
124703,Shaking Hand
124704,Pulling Two Fingers In
124705,Zooming Out With Two Fingers
124706,Doing other things
124707,Pushing Hand Away
124708,Pushing Hand Away
124709,Swiping Right
124710,Sliding Two Fingers Right
124711,Drumming Fingers
124712,Rolling Hand Forward
124713,Sliding Two Fingers Down
124714,Pushing Hand Away
124715,Doing other things
124716,Turning Hand Clockwise
124717,Sliding Two Fingers Right
124718,Sliding Two Fingers Up
124719,Zooming Out With Two Fingers
124720,Pushing Two Fingers Away
124721,Zooming Out With Two Fingers
124722,Rolling Hand Forward
124723,Pushing Two Fingers Away
124724,Turning Hand Clockwise
124725,Thumb Up
124726,Pushing Two Fingers Away
124727,Sliding Two Fingers Up
124728,Turning Hand Clockwise
124729,Pushing Hand Away
124730,Swiping Right
124731,Zooming Out With Full Hand
124732,Turning Hand Clockwise
124734,Rolling Hand Backward
124735,Rolling Hand Forward
124736,Swiping Left
124737,Sliding Two Fingers Up
124738,Rolling Hand Forward
124739,Sliding Two Fingers Down
124740,Pushing Hand Away
124741,Sliding Two Fingers Up
124742,Rolling Hand Backward
124743,Zooming Out With Full Hand
124744,Rolling Hand Forward
124745,Doing other things
124746,Sliding Two Fingers Left
124747,Rolling Hand Forward
124748,Sliding Two Fingers Left
124749,Rolling Hand Forward
124750,Zooming Out With Two Fingers
124751,Rolling Hand Forward
124752,Swiping Left
124754,Rolling Hand Backward
124755,Thumb Up
124756,Sliding Two Fingers Down
124757,Sliding Two Fingers Right
124758,Swiping Right
124759,No gesture
124760,Swiping Left
124761,Rolling Hand Forward
124763,Swiping Left
124764,Zooming Out With Full Hand
124765,Swiping Left
124766,Doing other things
124767,Pushing Hand Away
124768,Zooming Out With Full Hand
124769,Drumming Fingers
124771,Thumb Up
124772,Shaking Hand
124773,Rolling Hand Forward
124774,Swiping Up
124775,Sliding Two Fingers Up
124776,Swiping Up
124777,Zooming In With Full Hand
124778,Sliding Two Fingers Left
124780,Stop Sign
124781,Zooming In With Two Fingers
124783,Shaking Hand
124785,Rolling Hand Forward
124786,Zooming Out With Two Fingers
124787,Turning Hand Clockwise
124788,No gesture
124789,Swiping Down
124790,Sliding Two Fingers Left
124791,Stop Sign
124792,Pushing Two Fingers Away
124793,Turning Hand Clockwise
124794,Swiping Down
124795,Pushing Two Fingers Away
124796,Pulling Two Fingers In
124797,Swiping Down
124798,Sliding Two Fingers Down
124799,Swiping Up
124800,Swiping Down
124801,Doing other things
124802,Pulling Hand In
124803,Drumming Fingers
124804,Pushing Hand Away
124805,Thumb Down
124806,Sliding Two Fingers Left
124807,Pulling Hand In
124810,Swiping Up
124811,Pulling Hand In
124812,Swiping Down
124813,Pushing Hand Away
124814,Thumb Down
124815,Swiping Up
124816,Zooming In With Two Fingers
124817,Turning Hand Counterclockwise
124818,Rolling Hand Backward
124820,Pulling Two Fingers In
124821,Swiping Right
124822,Rolling Hand Backward
124823,Thumb Up
124824,Shaking Hand
124825,Pulling Two Fingers In
124826,Drumming Fingers
124827,Doing other things
124828,Zooming In With Two Fingers
124829,Stop Sign
124830,Turning Hand Clockwise
124832,Rolling Hand Backward
124833,Turning Hand Clockwise
124834,Thumb Up
124835,Sliding Two Fingers Down
124838,Pulling Two Fingers In
124839,Swiping Down
124840,Pushing Hand Away
124841,Thumb Down
124842,Drumming Fingers
124843,Doing other things
124844,Sliding Two Fingers Right
124845,Sliding Two Fingers Right
124846,Swiping Up
124847,Sliding Two Fingers Right
124848,Zooming Out With Two Fingers
124849,Rolling Hand Backward
124850,Zooming Out With Two Fingers
124851,Shaking Hand
124852,Pulling Hand In
124853,Turning Hand Counterclockwise
124854,Rolling Hand Backward
124856,Rolling Hand Backward
124857,Drumming Fingers
124858,Doing other things
124859,Sliding Two Fingers Right
124860,Sliding Two Fingers Down
124861,Thumb Down
124862,Doing other things
124863,No gesture
124864,Sliding Two Fingers Left
124865,Pulling Hand In
124866,Shaking Hand
124867,Zooming In With Two Fingers
124868,Turning Hand Counterclockwise
124869,Stop Sign
124870,Sliding Two Fingers Down
124871,Pulling Two Fingers In
124872,Shaking Hand
124873,Turning Hand Clockwise
124874,Sliding Two Fingers Down
124875,Drumming Fingers
124876,Rolling Hand Backward
124877,Sliding Two Fingers Down
124878,Sliding Two Fingers Up
124880,Turning Hand Clockwise
124881,Zooming Out With Two Fingers
124884,Swiping Down
124885,Zooming Out With Two Fingers
124886,Pushing Hand Away
124887,Thumb Up
124888,Zooming In With Full Hand
124889,Drumming Fingers
124890,Shaking Hand
124891,Doing other things
124892,Turning Hand Clockwise
124893,Doing other things
124894,Sliding Two Fingers Right
124896,Zooming In With Two Fingers
124897,Doing other things
124898,Sliding Two Fingers Up
124900,Rolling Hand Forward
124901,Shaking Hand
124902,Sliding Two Fingers Right
124903,Doing other things
124904,Doing other things
124905,Pulling Two Fingers In
124906,Swiping Up
124908,Swiping Left
124910,Sliding Two Fingers Left
124911,Swiping Right
124912,Swiping Right
124913,Zooming In With Full Hand
124914,Zooming In With Two Fingers
124915,No gesture
124916,Rolling Hand Forward
124917,Pulling Hand In
124918,No gesture
124919,Pushing Hand Away
124920,Thumb Up
124921,Rolling Hand Forward
124922,Zooming Out With Two Fingers
124923,Thumb Up
124924,Pulling Hand In
124925,Drumming Fingers
124926,No gesture
124927,Sliding Two Fingers Right
124928,Shaking Hand
124929,Rolling Hand Backward
124930,Sliding Two Fingers Left
124931,Rolling Hand Forward
124932,Pulling Hand In
124933,Doing other things
124934,Zooming Out With Full Hand
124935,Pushing Two Fingers Away
124936,Sliding Two Fingers Left
124937,Sliding Two Fingers Up
124938,Sliding Two Fingers Left
124939,Swiping Up
124940,Swiping Right
124941,Turning Hand Counterclockwise
124942,Swiping Left
124944,Zooming In With Two Fingers
124946,Stop Sign
124947,Zooming Out With Two Fingers
124948,Sliding Two Fingers Right
124949,Doing other things
124950,Turning Hand Counterclockwise
124951,Rolling Hand Backward
124952,Thumb Up
124953,Stop Sign
124954,Zooming In With Full Hand
124955,Zooming Out With Two Fingers
124956,Zooming In With Full Hand
124957,Swiping Up
124959,Sliding Two Fingers Down
124960,Swiping Right
124961,Swiping Up
124963,Sliding Two Fingers Down
124965,Pulling Hand In
124967,Stop Sign
124969,Swiping Left
124970,Pulling Hand In
124971,No gesture
124972,Thumb Down
124973,No gesture
124974,No gesture
124975,Sliding Two Fingers Up
124976,Doing other things
124977,Pushing Two Fingers Away
124978,Thumb Down
124979,Pulling Hand In
124980,Stop Sign
124981,Pushing Hand Away
124982,Zooming Out With Two Fingers
124983,Doing other things
124984,Sliding Two Fingers Up
124985,Zooming Out With Full Hand
124986,Swiping Left
124987,Zooming In With Two Fingers
124988,Swiping Down
124989,Thumb Down
124990,Drumming Fingers
124991,Zooming Out With Full Hand
124992,Rolling Hand Forward
124993,Zooming In With Full Hand
124994,Rolling Hand Backward
124995,Turning Hand Clockwise
124996,Turning Hand Clockwise
124997,No gesture
124998,Swiping Right
124999,Doing other things
125000,Pushing Two Fingers Away
125001,Doing other things
125002,Sliding Two Fingers Down
125003,Sliding Two Fingers Up
125004,Zooming Out With Full Hand
125008,Rolling Hand Forward
125009,Pushing Hand Away
125010,Pushing Two Fingers Away
125011,Swiping Up
125012,Thumb Up
125013,Doing other things
125014,Doing other things
125015,Zooming Out With Two Fingers
125016,Turning Hand Counterclockwise
125017,Doing other things
125020,Pushing Hand Away
125021,Pushing Hand Away
125022,Shaking Hand
125023,Turning Hand Clockwise
125024,Doing other things
125025,Doing other things
125026,No gesture
125027,Pushing Hand Away
125028,Sliding Two Fingers Right
125029,Swiping Up
125030,Rolling Hand Forward
125032,Pushing Two Fingers Away
125033,Pulling Two Fingers In
125034,Doing other things
125035,Swiping Left
125036,Doing other things
125037,Swiping Up
125038,Shaking Hand
125040,Sliding Two Fingers Up
125041,Sliding Two Fingers Down
125042,Pushing Two Fingers Away
125043,Sliding Two Fingers Right
125044,Swiping Left
125045,Swiping Right
125046,Pulling Two Fingers In
125047,Pushing Hand Away
125048,Turning Hand Counterclockwise
125049,No gesture
125051,Thumb Up
125052,Pushing Hand Away
125053,Turning Hand Counterclockwise
125054,Drumming Fingers
125055,Swiping Down
125057,Zooming Out With Full Hand
125058,Stop Sign
125059,No gesture
125060,Thumb Up
125061,Pushing Hand Away
125062,Zooming In With Two Fingers
125063,Sliding Two Fingers Up
125064,Zooming In With Full Hand
125066,Sliding Two Fingers Up
125067,Swiping Left
125068,Doing other things
125069,No gesture
125070,Rolling Hand Forward
125071,Rolling Hand Forward
125072,Pulling Hand In
125073,Sliding Two Fingers Left
125074,Thumb Down
125075,Thumb Up
125077,Pushing Hand Away
125078,Drumming Fingers
125079,Swiping Right
125080,Thumb Up
125081,Drumming Fingers
125082,Sliding Two Fingers Down
125083,Stop Sign
125084,Swiping Up
125086,Swiping Left
125087,Thumb Up
125088,Rolling Hand Forward
125090,Zooming In With Two Fingers
125091,Zooming Out With Two Fingers
125092,Swiping Left
125093,Pulling Hand In
125094,Zooming In With Full Hand
125095,Swiping Right
125098,Doing other things
125099,Swiping Up
125100,Sliding Two Fingers Right
125101,Swiping Down
125102,Zooming In With Two Fingers
125103,Sliding Two Fingers Up
125104,Sliding Two Fingers Down
125105,Doing other things
125106,Swiping Right
125107,No gesture
125108,Sliding Two Fingers Left
125109,Swiping Down
125110,Sliding Two Fingers Right
125111,Pulling Hand In
125112,Turning Hand Counterclockwise
125113,Turning Hand Clockwise
125114,Zooming Out With Full Hand
125115,Pulling Hand In
125116,Shaking Hand
125117,Swiping Up
125118,Pushing Two Fingers Away
125120,Rolling Hand Backward
125121,Doing other things
125122,Doing other things
125123,Drumming Fingers
125124,Turning Hand Counterclockwise
125125,Pushing Hand Away
125126,Drumming Fingers
125127,Swiping Right
125128,Swiping Left
125129,Doing other things
125130,Sliding Two Fingers Left
125131,Stop Sign
125132,No gesture
125133,Sliding Two Fingers Right
125134,Stop Sign
125135,Doing other things
125137,Sliding Two Fingers Down
125138,Pushing Two Fingers Away
125139,Zooming Out With Full Hand
125140,Zooming Out With Two Fingers
125141,Thumb Up
125142,Pulling Two Fingers In
125143,Pulling Two Fingers In
125144,Doing other things
125145,Sliding Two Fingers Down
125146,Turning Hand Counterclockwise
125147,Sliding Two Fingers Left
125148,Swiping Up
125149,Rolling Hand Forward
125150,Stop Sign
125151,Zooming In With Full Hand
125152,Zooming In With Full Hand
125153,Sliding Two Fingers Down
125154,Pushing Two Fingers Away
125156,Zooming Out With Two Fingers
125157,Stop Sign
125158,Pushing Hand Away
125159,Drumming Fingers
125160,Zooming Out With Full Hand
125161,Turning Hand Clockwise
125162,Sliding Two Fingers Right
125163,Stop Sign
125164,Pushing Hand Away
125166,Rolling Hand Forward
125167,Rolling Hand Forward
125168,Pushing Hand Away
125170,Zooming In With Full Hand
125171,Drumming Fingers
125172,Swiping Up
125173,No gesture
125174,Sliding Two Fingers Up
125175,Sliding Two Fingers Up
125176,Drumming Fingers
125177,No gesture
125178,Zooming Out With Two Fingers
125180,Rolling Hand Forward
125182,Turning Hand Clockwise
125183,Sliding Two Fingers Right
125184,Pushing Two Fingers Away
125185,Zooming Out With Two Fingers
125186,Swiping Up
125187,Pushing Two Fingers Away
125188,Doing other things
125189,Swiping Left
125190,Doing other things
125191,Shaking Hand
125192,Zooming In With Full Hand
125193,Swiping Down
125194,Zooming In With Two Fingers
125195,Thumb Up
125196,Thumb Up
125197,Swiping Left
125198,Turning Hand Counterclockwise
125201,Thumb Up
125202,Rolling Hand Backward
125203,Sliding Two Fingers Left
125204,Rolling Hand Backward
125205,No gesture
125206,Doing other things
125207,Turning Hand Counterclockwise
125208,Sliding Two Fingers Down
125209,Thumb Up
125210,Sliding Two Fingers Right
125211,Pulling Hand In
125212,Turning Hand Counterclockwise
125213,Sliding Two Fingers Up
125214,No gesture
125215,Zooming In With Two Fingers
125216,Swiping Left
125217,Zooming In With Full Hand
125218,Sliding Two Fingers Down
125220,Swiping Right
125221,Thumb Down
125223,Thumb Up
125224,Doing other things
125225,Zooming In With Full Hand
125226,Zooming Out With Full Hand
125227,Sliding Two Fingers Right
125228,No gesture
125229,Sliding Two Fingers Right
125230,Swiping Left
125231,Sliding Two Fingers Left
125232,Thumb Down
125233,Zooming Out With Full Hand
125234,Turning Hand Clockwise
125235,Thumb Up
125236,Pushing Two Fingers Away
125238,Stop Sign
125240,Doing other things
125241,Thumb Down
125242,Shaking Hand
125243,Swiping Up
125244,Doing other things
125245,Turning Hand Clockwise
125246,Pushing Hand Away
125247,Zooming In With Full Hand
125248,Swiping Down
125249,Doing other things
125250,Swiping Up
125251,Pulling Hand In
125252,Pushing Two Fingers Away
125254,Pulling Two Fingers In
125255,Swiping Left
125256,Stop Sign
125257,Swiping Down
125259,Doing other things
125260,Zooming Out With Full Hand
125262,Thumb Down
125264,Pushing Hand Away
125265,Rolling Hand Forward
125266,Drumming Fingers
125267,Zooming In With Full Hand
125268,Swiping Up
125269,Sliding Two Fingers Left
125270,Sliding Two Fingers Up
125272,Doing other things
125273,Zooming Out With Full Hand
125274,Sliding Two Fingers Down
125275,Pushing Hand Away
125276,Zooming In With Full Hand
125277,Sliding Two Fingers Left
125279,Doing other things
125280,Zooming In With Full Hand
125282,Thumb Down
125283,Zooming In With Two Fingers
125284,Rolling Hand Forward
125285,Pushing Two Fingers Away
125286,Swiping Left
125287,Turning Hand Clockwise
125288,Zooming In With Full Hand
125289,Pulling Hand In
125290,Stop Sign
125291,Zooming In With Full Hand
125292,Swiping Up
125293,Zooming Out With Two Fingers
125294,Sliding Two Fingers Left
125295,Stop Sign
125296,Thumb Down
125297,Pulling Hand In
125298,Swiping Up
125299,Doing other things
125301,Pulling Two Fingers In
125302,Pushing Hand Away
125303,Doing other things
125304,Zooming Out With Two Fingers
125305,Doing other things
125306,Sliding Two Fingers Up
125308,Zooming In With Two Fingers
125309,Swiping Up
125310,Sliding Two Fingers Right
125311,Turning Hand Counterclockwise
125313,Shaking Hand
125316,Thumb Up
125317,Rolling Hand Backward
125318,Doing other things
125319,Swiping Left
125320,Pulling Hand In
125321,Doing other things
125323,Sliding Two Fingers Right
125324,Zooming In With Full Hand
125325,Pushing Hand Away
125326,Rolling Hand Backward
125328,Turning Hand Clockwise
125329,Sliding Two Fingers Up
125330,Zooming In With Two Fingers
125331,Drumming Fingers
125332,Sliding Two Fingers Left
125333,Turning Hand Counterclockwise
125334,Shaking Hand
125335,Pushing Two Fingers Away
125336,Sliding Two Fingers Up
125338,Shaking Hand
125339,Drumming Fingers
125340,Thumb Up
125341,Zooming In With Two Fingers
125342,Zooming Out With Two Fingers
125343,Doing other things
125345,Swiping Up
125346,Stop Sign
125347,Pushing Hand Away
125349,Doing other things
125350,Shaking Hand
125351,Pushing Hand Away
125352,Pushing Hand Away
125353,Thumb Up
125354,Swiping Right
125355,Swiping Up
125356,Turning Hand Clockwise
125357,Rolling Hand Forward
125359,Swiping Up
125360,Zooming Out With Two Fingers
125361,Rolling Hand Backward
125362,Drumming Fingers
125363,Pulling Two Fingers In
125364,Pulling Hand In
125368,Sliding Two Fingers Down
125369,Sliding Two Fingers Left
125370,Pushing Two Fingers Away
125371,Swiping Down
125372,Turning Hand Clockwise
125373,Swiping Down
125374,Pushing Two Fingers Away
125375,Swiping Down
125377,Pushing Hand Away
125378,Rolling Hand Backward
125379,No gesture
125380,Zooming Out With Two Fingers
125382,Thumb Up
125383,Doing other things
125384,Swiping Up
125385,Zooming Out With Full Hand
125386,Stop Sign
125387,Zooming In With Full Hand
125388,Rolling Hand Forward
125389,Zooming In With Full Hand
125390,Pulling Hand In
125391,Swiping Left
125392,Doing other things
125393,Pushing Two Fingers Away
125394,Sliding Two Fingers Up
125396,Zooming Out With Two Fingers
125397,Pushing Hand Away
125398,Pulling Hand In
125399,Rolling Hand Forward
125400,Thumb Down
125404,Drumming Fingers
125405,Shaking Hand
125406,Pulling Two Fingers In
125407,Swiping Right
125408,Pushing Two Fingers Away
125409,Zooming In With Full Hand
125410,Doing other things
125411,Pushing Hand Away
125412,Sliding Two Fingers Down
125413,Thumb Up
125414,Turning Hand Clockwise
125415,Rolling Hand Forward
125416,Pushing Two Fingers Away
125417,Turning Hand Clockwise
125418,Zooming Out With Two Fingers
125419,Turning Hand Counterclockwise
125420,Turning Hand Counterclockwise
125421,No gesture
125422,Swiping Down
125423,Rolling Hand Backward
125424,Zooming In With Two Fingers
125425,Rolling Hand Backward
125427,Pulling Two Fingers In
125428,Zooming In With Full Hand
125429,Swiping Up
125430,Stop Sign
125431,Doing other things
125432,Zooming Out With Two Fingers
125433,Pushing Hand Away
125434,Rolling Hand Backward
125435,Swiping Down
125436,Swiping Right
125437,Swiping Down
125438,Zooming Out With Full Hand
125439,Thumb Down
125440,Thumb Up
125441,Pushing Two Fingers Away
125442,Pushing Two Fingers Away
125443,Stop Sign
125444,Thumb Down
125445,Zooming Out With Two Fingers
125446,Drumming Fingers
125447,Sliding Two Fingers Right
125448,Turning Hand Clockwise
125449,Thumb Up
125450,Shaking Hand
125452,Turning Hand Counterclockwise
125453,Turning Hand Clockwise
125454,Rolling Hand Forward
125456,Pulling Hand In
125457,Rolling Hand Backward
125458,Sliding Two Fingers Up
125459,Swiping Right
125461,Swiping Down
125462,Doing other things
125463,Swiping Down
125465,Pushing Hand Away
125466,Swiping Right
125467,Sliding Two Fingers Right
125468,Zooming Out With Full Hand
125469,Swiping Down
125470,Swiping Right
125471,Pulling Two Fingers In
125473,Doing other things
125474,Swiping Down
125475,Drumming Fingers
125476,Zooming Out With Two Fingers
125477,Doing other things
125478,Swiping Right
125479,Drumming Fingers
125480,Shaking Hand
125482,Zooming Out With Two Fingers
125483,Stop Sign
125484,Thumb Down
125485,Sliding Two Fingers Right
125486,Drumming Fingers
125487,Pulling Hand In
125488,Doing other things
125489,Sliding Two Fingers Up
125490,Zooming In With Full Hand
125491,Thumb Down
125492,Zooming Out With Two Fingers
125493,Doing other things
125494,Zooming Out With Full Hand
125495,Sliding Two Fingers Down
125496,Sliding Two Fingers Up
125498,No gesture
125499,Swiping Up
125500,No gesture
125501,Sliding Two Fingers Right
125502,Pushing Two Fingers Away
125503,Zooming In With Full Hand
125504,Zooming In With Two Fingers
125505,Drumming Fingers
125506,Thumb Down
125507,Stop Sign
125508,Zooming In With Two Fingers
125509,Doing other things
125510,Pushing Hand Away
125512,Doing other things
125513,Sliding Two Fingers Up
125514,Swiping Up
125515,Turning Hand Clockwise
125516,Pulling Hand In
125517,Zooming Out With Full Hand
125518,Zooming Out With Full Hand
125519,Swiping Right
125520,Doing other things
125521,Sliding Two Fingers Down
125522,Thumb Down
125523,Rolling Hand Backward
125524,Drumming Fingers
125525,Shaking Hand
125526,Turning Hand Clockwise
125528,Shaking Hand
125529,Sliding Two Fingers Up
125530,Doing other things
125531,Pulling Two Fingers In
125532,Rolling Hand Forward
125533,Rolling Hand Forward
125535,Doing other things
125536,Rolling Hand Backward
125537,Sliding Two Fingers Right
125539,Thumb Up
125540,Sliding Two Fingers Down
125541,Thumb Down
125542,Doing other things
125543,Sliding Two Fingers Up
125544,Swiping Right
125545,Shaking Hand
125546,Pushing Two Fingers Away
125547,Stop Sign
125548,Zooming In With Two Fingers
125549,Doing other things
125550,Doing other things
125551,Rolling Hand Backward
125552,Turning Hand Counterclockwise
125554,Zooming In With Two Fingers
125555,Rolling Hand Backward
125556,Zooming In With Full Hand
125558,Zooming Out With Two Fingers
125559,Turning Hand Clockwise
125560,Pulling Hand In
125561,Pushing Two Fingers Away
125562,Drumming Fingers
125563,No gesture
125564,Turning Hand Clockwise
125565,Pulling Hand In
125566,Swiping Left
125567,Zooming Out With Two Fingers
125568,Pulling Hand In
125569,Sliding Two Fingers Left
125570,Swiping Right
125571,Swiping Up
125572,Turning Hand Counterclockwise
125573,No gesture
125574,Zooming Out With Two Fingers
125575,Swiping Right
125576,Swiping Left
125577,Zooming Out With Two Fingers
125578,Sliding Two Fingers Up
125579,Sliding Two Fingers Left
125580,Stop Sign
125581,Rolling Hand Backward
125582,Swiping Up
125583,Sliding Two Fingers Left
125584,Thumb Up
125585,Pulling Hand In
125586,Pulling Hand In
125587,Sliding Two Fingers Up
125588,Swiping Up
125589,Drumming Fingers
125590,Sliding Two Fingers Left
125591,Turning Hand Clockwise
125592,Turning Hand Clockwise
125593,Pulling Two Fingers In
125594,Rolling Hand Forward
125595,Sliding Two Fingers Up
125596,Swiping Left
125597,Pulling Two Fingers In
125598,Swiping Left
125599,Doing other things
125600,Doing other things
125601,Pulling Two Fingers In
125602,Pushing Hand Away
125603,Swiping Left
125604,Sliding Two Fingers Up
125605,Pushing Two Fingers Away
125606,Zooming Out With Full Hand
125607,Drumming Fingers
125609,Stop Sign
125610,Pulling Two Fingers In
125611,Zooming In With Two Fingers
125613,Drumming Fingers
125615,Zooming Out With Two Fingers
125617,Sliding Two Fingers Right
125619,Thumb Up
125620,Turning Hand Clockwise
125621,Sliding Two Fingers Right
125623,Zooming In With Full Hand
125624,Pulling Hand In
125625,Swiping Up
125626,Pushing Two Fingers Away
125629,Rolling Hand Forward
125630,Rolling Hand Forward
125631,Pushing Hand Away
125632,Zooming Out With Full Hand
125633,Zooming In With Full Hand
125636,Sliding Two Fingers Right
125637,Stop Sign
125638,Sliding Two Fingers Left
125639,Swiping Down
125640,Stop Sign
125641,Sliding Two Fingers Up
125642,Zooming Out With Full Hand
125643,Zooming In With Two Fingers
125644,Swiping Down
125645,Drumming Fingers
125646,Pulling Hand In
125647,No gesture
125648,Turning Hand Clockwise
125649,Zooming Out With Two Fingers
125651,Rolling Hand Backward
125652,Doing other things
125653,Swiping Right
125654,Sliding Two Fingers Left
125655,Swiping Right
125656,Thumb Down
125657,Sliding Two Fingers Left
125658,Pushing Two Fingers Away
125659,Shaking Hand
125660,Sliding Two Fingers Left
125661,Sliding Two Fingers Right
125662,Rolling Hand Forward
125663,Sliding Two Fingers Right
125664,Swiping Down
125668,Pulling Two Fingers In
125669,Thumb Down
125670,Swiping Down
125672,Zooming Out With Two Fingers
125673,Sliding Two Fingers Left
125675,Thumb Down
125676,Pulling Hand In
125677,Doing other things
125678,Sliding Two Fingers Right
125680,Swiping Down
125681,Shaking Hand
125682,Pushing Hand Away
125683,Pulling Two Fingers In
125684,Drumming Fingers
125685,Doing other things
125686,Sliding Two Fingers Up
125687,Swiping Down
125688,Zooming In With Two Fingers
125689,Turning Hand Counterclockwise
125690,Rolling Hand Backward
125691,Zooming Out With Two Fingers
125692,Pulling Two Fingers In
125693,Sliding Two Fingers Up
125694,Sliding Two Fingers Left
125695,Turning Hand Clockwise
125696,Thumb Down
125697,Zooming Out With Full Hand
125698,Swiping Right
125699,Zooming In With Full Hand
125700,Swiping Right
125701,Swiping Right
125702,Sliding Two Fingers Up
125703,Swiping Right
125704,Thumb Up
125705,Drumming Fingers
125706,Pulling Hand In
125707,Thumb Up
125708,Sliding Two Fingers Left
125709,Turning Hand Counterclockwise
125711,Sliding Two Fingers Right
125712,Turning Hand Clockwise
125713,Pulling Hand In
125714,Pushing Hand Away
125715,Zooming Out With Full Hand
125716,Drumming Fingers
125717,Turning Hand Counterclockwise
125718,Zooming In With Two Fingers
125719,Zooming In With Two Fingers
125721,Turning Hand Counterclockwise
125722,Swiping Right
125723,Doing other things
125725,Stop Sign
125726,Pushing Hand Away
125727,Swiping Down
125728,Doing other things
125729,Rolling Hand Backward
125730,No gesture
125731,Shaking Hand
125732,Thumb Down
125733,Zooming Out With Full Hand
125734,Swiping Right
125735,Drumming Fingers
125737,Sliding Two Fingers Down
125738,Rolling Hand Forward
125739,Rolling Hand Forward
125740,Thumb Down
125741,Swiping Up
125743,Zooming Out With Two Fingers
125744,Pushing Two Fingers Away
125745,Zooming Out With Two Fingers
125746,Sliding Two Fingers Left
125747,Zooming In With Full Hand
125748,Thumb Up
125749,Pulling Hand In
125750,Turning Hand Clockwise
125751,Sliding Two Fingers Right
125752,Sliding Two Fingers Down
125753,Pushing Hand Away
125754,Rolling Hand Forward
125757,Shaking Hand
125758,Shaking Hand
125759,Rolling Hand Backward
125760,Pulling Two Fingers In
125761,Zooming In With Full Hand
125762,Sliding Two Fingers Up
125763,Sliding Two Fingers Up
125764,Pushing Hand Away
125765,Zooming Out With Two Fingers
125766,Rolling Hand Backward
125768,Swiping Right
125769,Pulling Hand In
125770,Pulling Hand In
125771,Swiping Down
125772,Rolling Hand Forward
125773,Doing other things
125774,Pulling Two Fingers In
125775,Swiping Up
125776,Pulling Two Fingers In
125777,Sliding Two Fingers Left
125778,Turning Hand Clockwise
125779,Thumb Up
125780,Stop Sign
125781,Sliding Two Fingers Down
125782,Pushing Hand Away
125783,Swiping Up
125784,Zooming Out With Full Hand
125785,Swiping Right
125786,Thumb Down
125789,Zooming Out With Two Fingers
125790,Sliding Two Fingers Up
125791,Zooming Out With Two Fingers
125792,Turning Hand Clockwise
125793,Swiping Down
125795,Zooming In With Full Hand
125796,Swiping Down
125797,Zooming In With Full Hand
125798,Turning Hand Counterclockwise
125799,Turning Hand Counterclockwise
125800,Zooming Out With Full Hand
125801,Sliding Two Fingers Left
125802,Sliding Two Fingers Right
125803,Sliding Two Fingers Left
125804,Thumb Up
125805,Zooming In With Two Fingers
125806,Pulling Hand In
125807,Sliding Two Fingers Left
125808,Drumming Fingers
125809,Swiping Right
125810,Turning Hand Counterclockwise
125811,Doing other things
125812,Pushing Hand Away
125813,Swiping Up
125814,Thumb Up
125815,Rolling Hand Forward
125816,Pushing Two Fingers Away
125817,No gesture
125818,Stop Sign
125820,Shaking Hand
125821,Pushing Two Fingers Away
125822,Sliding Two Fingers Down
125825,Swiping Up
125826,Zooming In With Full Hand
125827,Sliding Two Fingers Right
125828,Drumming Fingers
125829,Swiping Left
125830,Stop Sign
125831,Zooming Out With Two Fingers
125832,Pushing Two Fingers Away
125833,Swiping Down
125834,Thumb Down
125835,Zooming In With Two Fingers
125836,Sliding Two Fingers Up
125837,Shaking Hand
125838,No gesture
125839,Stop Sign
125840,Swiping Right
125841,No gesture
125842,Shaking Hand
125843,Swiping Down
125844,Stop Sign
125845,Thumb Up
125846,Sliding Two Fingers Right
125847,Pushing Hand Away
125848,Swiping Left
125849,Swiping Up
125850,Drumming Fingers
125851,Zooming Out With Full Hand
125853,Zooming In With Two Fingers
125854,Zooming In With Two Fingers
125855,Sliding Two Fingers Up
125856,Sliding Two Fingers Up
125857,Zooming Out With Two Fingers
125858,Pulling Hand In
125860,Rolling Hand Backward
125861,Swiping Right
125862,Zooming In With Full Hand
125863,Turning Hand Counterclockwise
125864,Sliding Two Fingers Right
125865,Pushing Hand Away
125866,Turning Hand Counterclockwise
125867,Sliding Two Fingers Left
125868,Sliding Two Fingers Left
125869,Zooming Out With Full Hand
125870,Swiping Down
125871,Stop Sign
125872,Doing other things
125873,Pushing Two Fingers Away
125874,Swiping Left
125875,Zooming Out With Full Hand
125876,Pushing Two Fingers Away
125878,Doing other things
125879,Doing other things
125880,Stop Sign
125881,Zooming In With Two Fingers
125882,Thumb Down
125883,Swiping Left
125884,Pulling Two Fingers In
125886,Pushing Two Fingers Away
125888,Zooming In With Two Fingers
125889,Drumming Fingers
125890,Doing other things
125891,Turning Hand Counterclockwise
125892,Sliding Two Fingers Up
125893,Swiping Down
125894,Rolling Hand Forward
