,Index,Label
26120,75660,Sliding Two Fingers Down
26121,8967,Sliding Two Fingers Down
26122,4740,No gesture
26123,109500,Pulling Hand In
26124,88038,Turning Hand Counterclockwise
26125,33251,Shaking Hand
26127,121102,Pushing Two Fingers Away
26131,18027,Thumb Up
26133,62171,No gesture
26134,22882,Pushing Two Fingers Away
26135,15481,Sliding Two Fingers Right
26141,56040,Thumb Up
26144,98911,Shaking Hand
26147,29783,Rolling Hand Forward
26153,65353,Sliding Two Fingers Down
26154,93841,Sliding Two Fingers Left
26157,15564,Rolling Hand Forward
26163,96050,Sliding Two Fingers Down
26171,31106,Pulling Hand In
26175,19783,No gesture
26176,25004,Sliding Two Fingers Right
26178,9132,Thumb Up
26179,24518,Shaking Hand
26180,3438,Sliding Two Fingers Right
26186,132441,Sliding Two Fingers Left
26187,104561,Rolling Hand Forward
26190,88101,Turning Hand Counterclockwise
26191,42995,Pulling Hand In
26193,23761,Rolling Hand Forward
26194,107851,Thumb Up
26197,116821,Sliding Two Fingers Right
26201,44428,Sliding Two Fingers Down
26208,101950,Sliding Two Fingers Left
26209,8384,Pushing Two Fingers Away
26214,219,Turning Hand Counterclockwise
26217,46184,Sliding Two Fingers Left
26220,51392,Sliding Two Fingers Left
26223,80120,Thumb Up
26230,45031,Turning Hand Counterclockwise
26233,120759,Sliding Two Fingers Down
26234,63158,Rolling Hand Forward
26236,22787,Sliding Two Fingers Left
26242,12328,Shaking Hand
26243,120002,Shaking Hand
26251,76175,Pushing Two Fingers Away
26252,136041,Thumb Up
26253,50762,Pulling Hand In
26254,66776,Thumb Up
26260,27854,Sliding Two Fingers Right
26262,65465,Rolling Hand Forward
26263,133866,Sliding Two Fingers Left
26268,22811,Sliding Two Fingers Down
26269,127712,Thumb Up
26273,80859,Rolling Hand Forward
26275,77391,Sliding Two Fingers Down
26278,111269,Sliding Two Fingers Right
26279,20748,Pushing Two Fingers Away
26281,17373,Sliding Two Fingers Down
26282,658,Thumb Up
26283,55124,Pulling Hand In
26288,146448,Sliding Two Fingers Left
26293,65519,Pushing Two Fingers Away
26298,64519,Sliding Two Fingers Right
26299,146904,Sliding Two Fingers Left
26304,99134,Sliding Two Fingers Right
26307,28670,Sliding Two Fingers Left
26309,111028,Sliding Two Fingers Down
26312,87860,Sliding Two Fingers Right
26318,50179,Sliding Two Fingers Down
26323,52044,Sliding Two Fingers Left
26329,47540,Pushing Two Fingers Away
26332,34903,Rolling Hand Forward
26334,116512,Sliding Two Fingers Down
26335,110319,Sliding Two Fingers Right
26339,134319,Rolling Hand Forward
26348,88197,Pulling Hand In
26350,2216,No gesture
26355,95914,Sliding Two Fingers Right
26357,8871,No gesture
26362,29172,No gesture
26364,114224,Pushing Two Fingers Away
26365,143438,Sliding Two Fingers Down
26366,58911,Pulling Hand In
26368,73070,Sliding Two Fingers Right
26370,130943,Turning Hand Counterclockwise
26373,34685,Thumb Up
26374,85906,Shaking Hand
26381,51984,Rolling Hand Forward
26388,82265,Sliding Two Fingers Left
26392,82245,Shaking Hand
26396,133189,Sliding Two Fingers Right
26398,36760,Turning Hand Counterclockwise
26401,63413,Thumb Up
26402,28846,Pulling Hand In
26403,76727,No gesture
26411,41293,Sliding Two Fingers Left
26412,40433,Rolling Hand Forward
26420,19122,Thumb Up
26423,85258,Shaking Hand
26424,72126,Pushing Two Fingers Away
26433,59311,Pushing Two Fingers Away
26434,62365,Pulling Hand In
26439,83521,Rolling Hand Forward
26441,32908,Pushing Two Fingers Away
26444,121302,Sliding Two Fingers Right
26446,72810,No gesture
26447,145685,Thumb Up
26450,55634,Thumb Up
26451,38348,Pushing Two Fingers Away
26452,124215,No gesture
26453,129454,Shaking Hand
26456,59134,Sliding Two Fingers Left
26457,126034,Pulling Hand In
26462,144957,Sliding Two Fingers Down
26463,61386,Sliding Two Fingers Left
26464,36004,Sliding Two Fingers Down
26470,100567,Sliding Two Fingers Left
26472,71069,Sliding Two Fingers Down
26473,58337,Thumb Up
26480,38214,Thumb Up
26482,1780,Pushing Two Fingers Away
26484,15709,Shaking Hand
26485,6789,Thumb Up
26491,51665,Sliding Two Fingers Left
26492,50467,Thumb Up
26493,38827,Rolling Hand Forward
26497,95841,Turning Hand Counterclockwise
26499,32338,Rolling Hand Forward
26501,120952,Sliding Two Fingers Left
26503,121487,Turning Hand Counterclockwise
26507,140545,No gesture
26509,44070,Thumb Up
26519,23349,Pulling Hand In
26520,94546,Pushing Two Fingers Away
26529,142944,Rolling Hand Forward
26532,129645,Shaking Hand
26534,80945,No gesture
26539,37198,No gesture
26552,42187,Pulling Hand In
26555,92474,Thumb Up
26556,44005,Sliding Two Fingers Right
26562,52232,Sliding Two Fingers Left
26563,9040,Sliding Two Fingers Left
26568,56522,Pulling Hand In
26569,54551,Sliding Two Fingers Left
26570,62972,Rolling Hand Forward
26572,76721,Sliding Two Fingers Left
26573,47010,Rolling Hand Forward
26578,54816,Sliding Two Fingers Left
26585,52446,No gesture
26587,66383,No gesture
26592,108161,Shaking Hand
26594,79862,Pulling Hand In
26597,77034,Sliding Two Fingers Down
26598,121563,Sliding Two Fingers Down
26599,99818,Sliding Two Fingers Left
26604,47180,Sliding Two Fingers Right
26605,13156,Sliding Two Fingers Down
26610,68870,Rolling Hand Forward
26611,138882,Shaking Hand
26613,42164,Thumb Up
26615,65278,Thumb Up
26619,110891,Shaking Hand
26620,7071,No gesture
26624,49343,Pushing Two Fingers Away
26625,41443,Sliding Two Fingers Down
26630,141468,Sliding Two Fingers Left
26631,18470,Sliding Two Fingers Right
26633,119322,Shaking Hand
26634,82663,Sliding Two Fingers Down
26635,17646,Sliding Two Fingers Left
26638,103400,Rolling Hand Forward
26642,9935,Turning Hand Counterclockwise
26643,109591,Pulling Hand In
26645,34714,Turning Hand Counterclockwise
26646,65422,Sliding Two Fingers Right
26649,55657,Pulling Hand In
26653,115358,Pushing Two Fingers Away
26654,94790,Sliding Two Fingers Right
26660,126276,Thumb Up
26661,13047,Turning Hand Counterclockwise
26664,72474,No gesture
26666,40007,Pulling Hand In
26667,107534,Pushing Two Fingers Away
26669,99658,Shaking Hand
26674,142464,Sliding Two Fingers Right
26675,65876,Sliding Two Fingers Left
26676,63165,Pushing Two Fingers Away
26677,52607,Turning Hand Counterclockwise
26678,89122,Pulling Hand In
26679,56440,Sliding Two Fingers Right
26681,130838,Sliding Two Fingers Right
26682,134156,No gesture
26683,89605,Sliding Two Fingers Left
26691,4885,No gesture
26694,18415,No gesture
26696,142081,Sliding Two Fingers Down
26701,80418,Sliding Two Fingers Right
26703,18900,Rolling Hand Forward
26705,63987,No gesture
26709,85195,No gesture
26712,25746,Sliding Two Fingers Down
26714,85001,Thumb Up
26715,30379,No gesture
26717,36882,Pushing Two Fingers Away
26719,93110,Thumb Up
26720,41205,Sliding Two Fingers Down
26724,89843,Sliding Two Fingers Right
26725,123127,Pushing Two Fingers Away
26728,35386,Sliding Two Fingers Right
26731,139582,Sliding Two Fingers Down
26736,2385,Sliding Two Fingers Left
26737,107088,Pulling Hand In
26738,3680,Pulling Hand In
26746,76908,Pulling Hand In
26748,130794,Sliding Two Fingers Right
26753,113931,Pushing Two Fingers Away
26758,134840,Sliding Two Fingers Left
26761,129365,Pulling Hand In
26768,141482,Pushing Two Fingers Away
26778,38892,Sliding Two Fingers Right
26782,77946,No gesture
26784,144161,Sliding Two Fingers Left
26786,136674,Shaking Hand
26790,123799,Sliding Two Fingers Left
26792,135188,Pushing Two Fingers Away
26793,147524,Pulling Hand In
26799,70471,Thumb Up
26803,114319,Sliding Two Fingers Left
26804,31588,Turning Hand Counterclockwise
26808,25672,Pulling Hand In
26813,67640,Sliding Two Fingers Left
26815,137458,Turning Hand Counterclockwise
26816,141888,Pushing Two Fingers Away
26821,122894,Sliding Two Fingers Right
26824,66086,Pushing Two Fingers Away
26831,14814,No gesture
26832,5382,Sliding Two Fingers Left
26835,58493,Rolling Hand Forward
26837,16578,Sliding Two Fingers Left
26838,108022,Pulling Hand In
26844,52508,Thumb Up
26845,38191,Pushing Two Fingers Away
26847,139615,Sliding Two Fingers Left
26852,118041,Turning Hand Counterclockwise
26853,49132,Turning Hand Counterclockwise
26854,98747,Sliding Two Fingers Left
26862,87368,Sliding Two Fingers Down
26866,25159,Thumb Up
26869,110458,Pushing Two Fingers Away
26870,69230,Sliding Two Fingers Right
26872,142805,Sliding Two Fingers Right
26873,43572,No gesture
26876,85792,Pulling Hand In
26882,42043,Pushing Two Fingers Away
26888,10667,Rolling Hand Forward
26895,91522,No gesture
26896,112499,Thumb Up
26897,49904,Shaking Hand
26900,132568,Turning Hand Counterclockwise
26903,111898,Sliding Two Fingers Down
26904,107058,Turning Hand Counterclockwise
26907,60663,Rolling Hand Forward
26909,104684,Thumb Up
26913,61443,No gesture
26914,142484,Pulling Hand In
26915,115945,Pushing Two Fingers Away
26919,76313,Shaking Hand
26921,37979,Thumb Up
26922,15362,Sliding Two Fingers Right
26925,93891,Sliding Two Fingers Left
26928,140679,Pulling Hand In
26930,142698,Pulling Hand In
26933,146147,Thumb Up
26937,86697,Sliding Two Fingers Right
26941,67240,Rolling Hand Forward
26943,34009,Turning Hand Counterclockwise
26950,24661,Rolling Hand Forward
26953,125501,Sliding Two Fingers Right
26954,33638,Pushing Two Fingers Away
26956,131125,Pulling Hand In
26957,18775,No gesture
26958,10527,Pulling Hand In
26961,83628,Rolling Hand Forward
26972,55039,Sliding Two Fingers Left
26976,26291,Sliding Two Fingers Right
26977,111805,Shaking Hand
26978,57403,Pushing Two Fingers Away
26983,16139,No gesture
26984,83666,Thumb Up
26987,50998,Pushing Two Fingers Away
26989,112060,Turning Hand Counterclockwise
26992,21495,Pushing Two Fingers Away
26994,97509,Turning Hand Counterclockwise
26995,32513,Pushing Two Fingers Away
26996,61479,Rolling Hand Forward
26997,95989,Rolling Hand Forward
27002,86679,Pulling Hand In
27003,97594,Pushing Two Fingers Away
27008,124162,Pushing Two Fingers Away
27009,7549,Rolling Hand Forward
27013,106539,Turning Hand Counterclockwise
27015,96961,No gesture
27019,94145,Sliding Two Fingers Down
27020,118151,Shaking Hand
27022,118791,Turning Hand Counterclockwise
27024,67529,No gesture
27026,9851,Pushing Two Fingers Away
27029,30621,Thumb Up
27031,2371,Thumb Up
27034,67382,Shaking Hand
27037,39248,Sliding Two Fingers Right
27038,28246,Turning Hand Counterclockwise
27040,32072,Shaking Hand
27041,122222,Sliding Two Fingers Left
27044,99244,Thumb Up
27049,45749,Sliding Two Fingers Left
27050,17814,Pushing Two Fingers Away
27053,92960,Turning Hand Counterclockwise
27059,113976,Pulling Hand In
27063,17009,Turning Hand Counterclockwise
27064,52679,No gesture
27067,75588,Rolling Hand Forward
27068,30098,No gesture
27069,100741,Sliding Two Fingers Left
27070,124573,Thumb Up
27072,145804,Sliding Two Fingers Left
27080,22267,No gesture
27081,99088,Rolling Hand Forward
27086,146539,Pushing Two Fingers Away
27088,1589,Sliding Two Fingers Left
27091,107087,Thumb Up
27094,25304,Pushing Two Fingers Away
27095,46819,Pulling Hand In
27098,105143,Shaking Hand
27106,62478,Sliding Two Fingers Left
27114,113923,Shaking Hand
27115,125107,No gesture
27128,120047,Rolling Hand Forward
27135,7314,No gesture
27138,124098,Pulling Hand In
27141,66456,Thumb Up
27144,14754,Shaking Hand
27145,58335,Sliding Two Fingers Left
27148,35437,Shaking Hand
27149,80754,Sliding Two Fingers Down
27153,140460,Thumb Up
27156,77476,Sliding Two Fingers Left
27157,26804,Thumb Up
27158,74042,Pushing Two Fingers Away
27159,124195,Shaking Hand
27161,35748,Sliding Two Fingers Down
27162,114894,Rolling Hand Forward
27164,104350,Pulling Hand In
27168,101987,Pushing Two Fingers Away
27169,119016,Sliding Two Fingers Down
27180,134463,Pushing Two Fingers Away
27182,99192,Sliding Two Fingers Left
27188,34077,Sliding Two Fingers Down
27190,49987,Thumb Up
27192,1482,Shaking Hand
27196,68647,Thumb Up
27197,136964,Rolling Hand Forward
27198,29131,Pulling Hand In
27199,139284,Pulling Hand In
27200,76945,Thumb Up
27201,136582,No gesture
27203,71528,Sliding Two Fingers Down
27204,90801,Pushing Two Fingers Away
27205,144684,Thumb Up
27208,112391,Sliding Two Fingers Right
27218,62466,Sliding Two Fingers Down
27220,99487,No gesture
27222,134286,Rolling Hand Forward
27226,146849,Sliding Two Fingers Left
27228,137896,Rolling Hand Forward
27229,97938,Sliding Two Fingers Down
27230,136323,No gesture
27231,86827,Pulling Hand In
27236,50444,Shaking Hand
27245,23623,Sliding Two Fingers Right
27248,98508,Turning Hand Counterclockwise
27249,4331,Thumb Up
27251,112359,Shaking Hand
27252,58458,No gesture
27253,32287,Shaking Hand
27255,69166,Sliding Two Fingers Down
27256,110081,Sliding Two Fingers Left
27257,12406,Thumb Up
27263,25720,Pulling Hand In
27266,15067,No gesture
27267,89012,Thumb Up
27274,142826,Thumb Up
27279,107974,Sliding Two Fingers Right
27281,22548,Thumb Up
27286,122490,Pulling Hand In
27287,104728,Sliding Two Fingers Right
27293,54083,Rolling Hand Forward
27297,12651,Sliding Two Fingers Left
27303,62487,Rolling Hand Forward
27309,53199,Sliding Two Fingers Right
27316,141910,Rolling Hand Forward
27326,60163,Sliding Two Fingers Down
27335,104817,Thumb Up
27338,117902,Sliding Two Fingers Down
27339,60175,Rolling Hand Forward
27340,104978,Sliding Two Fingers Down
27343,122986,Sliding Two Fingers Down
27348,5758,Shaking Hand
27352,22679,Pulling Hand In
27354,88244,No gesture
27355,62924,Sliding Two Fingers Down
27358,90991,Sliding Two Fingers Down
27364,31532,Sliding Two Fingers Left
27366,71352,Pulling Hand In
27373,134043,No gesture
27375,132053,Sliding Two Fingers Left
27376,106850,Sliding Two Fingers Down
27382,93956,Sliding Two Fingers Right
27384,21545,Pushing Two Fingers Away
27387,70618,Rolling Hand Forward
27390,132552,Thumb Up
27391,118384,Thumb Up
27393,95920,Sliding Two Fingers Left
27395,19503,Sliding Two Fingers Right
27396,99867,No gesture
27398,42583,Pushing Two Fingers Away
27399,17636,Turning Hand Counterclockwise
27403,88902,Turning Hand Counterclockwise
27404,109962,Sliding Two Fingers Right
27405,80967,Sliding Two Fingers Left
27407,103718,Thumb Up
27408,88085,Sliding Two Fingers Down
27409,52996,Pushing Two Fingers Away
27411,23708,Sliding Two Fingers Down
27412,123541,Sliding Two Fingers Right
27413,112596,Pushing Two Fingers Away
27419,120777,Rolling Hand Forward
27420,111115,Shaking Hand
27425,16232,Sliding Two Fingers Down
27427,95984,No gesture
27430,12488,Turning Hand Counterclockwise
27432,94416,Sliding Two Fingers Down
27433,93643,Pulling Hand In
27434,143460,Sliding Two Fingers Right
27437,7439,Rolling Hand Forward
27438,91917,No gesture
27439,10975,Shaking Hand
27441,125867,Sliding Two Fingers Left
27446,123559,Rolling Hand Forward
27447,73647,Rolling Hand Forward
27450,30620,Turning Hand Counterclockwise
27451,27860,Sliding Two Fingers Down
27452,106221,Rolling Hand Forward
27456,11080,Thumb Up
27457,76241,No gesture
27460,33543,Sliding Two Fingers Left
27463,9886,Rolling Hand Forward
27465,15874,Sliding Two Fingers Right
27468,130060,Pulling Hand In
27471,77427,Pushing Two Fingers Away
27476,52876,Sliding Two Fingers Left
27477,72631,No gesture
27484,104133,Sliding Two Fingers Down
27486,30871,Pushing Two Fingers Away
27490,110399,Pulling Hand In
27494,64587,Sliding Two Fingers Right
27495,34473,Sliding Two Fingers Left
27496,143359,Pulling Hand In
27498,68563,Turning Hand Counterclockwise
27500,37279,No gesture
27505,45293,Turning Hand Counterclockwise
27506,34632,Sliding Two Fingers Left
27508,129696,Pushing Two Fingers Away
27509,38186,Sliding Two Fingers Left
27514,15725,Sliding Two Fingers Down
27516,56519,Pulling Hand In
27524,116628,Sliding Two Fingers Right
27526,111599,Pulling Hand In
27532,119080,Shaking Hand
27533,11434,Thumb Up
27535,46468,Thumb Up
27540,48964,Shaking Hand
27541,18197,Sliding Two Fingers Right
27542,16657,Shaking Hand
27543,95376,Shaking Hand
27545,120974,Sliding Two Fingers Right
27547,53382,Sliding Two Fingers Left
27548,39897,Rolling Hand Forward
27556,83153,Thumb Up
27557,80523,Sliding Two Fingers Right
27559,11470,Pulling Hand In
27562,86592,Shaking Hand
27563,143210,Sliding Two Fingers Left
27568,79969,Sliding Two Fingers Down
27572,91233,Sliding Two Fingers Down
27577,124357,Sliding Two Fingers Left
27578,32699,Turning Hand Counterclockwise
27584,109548,Thumb Up
27585,90153,Thumb Up
27589,59089,Pushing Two Fingers Away
27595,88431,Shaking Hand
27599,51920,Pulling Hand In
27600,77233,Turning Hand Counterclockwise
27603,63853,Shaking Hand
27604,88884,Sliding Two Fingers Right
27609,79730,Pulling Hand In
27611,15856,Sliding Two Fingers Right
27618,70651,Turning Hand Counterclockwise
27620,5391,No gesture
27627,66186,Shaking Hand
27628,106493,Pulling Hand In
27646,135977,Rolling Hand Forward
27648,81666,Shaking Hand
27649,121115,No gesture
27653,30683,No gesture
27660,28784,Sliding Two Fingers Down
27669,11208,Rolling Hand Forward
27673,39538,Pulling Hand In
27674,127818,Pushing Two Fingers Away
27681,77194,Sliding Two Fingers Left
27682,34927,Shaking Hand
27684,124872,Shaking Hand
27689,46646,Shaking Hand
27693,35781,Sliding Two Fingers Down
27695,10579,Sliding Two Fingers Down
27696,124894,Sliding Two Fingers Right
27698,86854,Sliding Two Fingers Down
27699,82426,No gesture
27700,47575,Pulling Hand In
27703,100392,Sliding Two Fingers Left
27705,66739,Rolling Hand Forward
27709,52614,Pulling Hand In
27711,47839,Pulling Hand In
27715,59914,Shaking Hand
27719,52828,Thumb Up
27722,18453,Sliding Two Fingers Down
27723,89919,Thumb Up
27726,67733,Sliding Two Fingers Down
27731,106124,Shaking Hand
27734,40278,Sliding Two Fingers Left
27738,102974,Sliding Two Fingers Right
27742,3540,Turning Hand Counterclockwise
27743,38782,Sliding Two Fingers Down
27746,59936,Shaking Hand
27748,82942,Sliding Two Fingers Down
27750,142307,Sliding Two Fingers Down
27751,78818,Pushing Two Fingers Away
27752,145257,Thumb Up
27754,120833,Thumb Up
27755,95505,Sliding Two Fingers Left
27756,33860,Sliding Two Fingers Down
27757,73086,Shaking Hand
27758,20720,Shaking Hand
27765,117105,Thumb Up
27766,99382,Sliding Two Fingers Left
27767,44754,Sliding Two Fingers Left
27769,128230,No gesture
27770,76991,Pulling Hand In
27771,20374,Sliding Two Fingers Left
27772,113724,Turning Hand Counterclockwise
27773,41550,Shaking Hand
27777,67480,Sliding Two Fingers Right
27780,61644,No gesture
27782,92791,Thumb Up
27785,134761,Rolling Hand Forward
27788,68365,Sliding Two Fingers Left
27792,46692,Sliding Two Fingers Down
27795,74567,Turning Hand Counterclockwise
27801,101103,Thumb Up
27802,85525,Thumb Up
27807,74820,Sliding Two Fingers Left
27808,71940,No gesture
27813,7548,Sliding Two Fingers Right
27814,93042,Sliding Two Fingers Left
27823,89232,Sliding Two Fingers Left
27824,29998,Turning Hand Counterclockwise
27825,101889,Thumb Up
27826,75051,Thumb Up
27830,123876,Shaking Hand
27832,5038,No gesture
27835,58489,Pulling Hand In
27836,4054,Sliding Two Fingers Left
27837,112531,Pushing Two Fingers Away
27842,99884,Rolling Hand Forward
27843,95541,Shaking Hand
27845,76176,Turning Hand Counterclockwise
27847,28434,No gesture
27848,16236,Pulling Hand In
27849,86157,Turning Hand Counterclockwise
27850,42120,Turning Hand Counterclockwise
27852,26195,Sliding Two Fingers Down
27855,82026,Shaking Hand
27857,102470,Pushing Two Fingers Away
27859,102674,No gesture
27860,68822,No gesture
27861,118854,Sliding Two Fingers Down
27863,55956,Turning Hand Counterclockwise
27867,111006,Pushing Two Fingers Away
27868,56571,Thumb Up
27872,67904,Pushing Two Fingers Away
27873,4337,No gesture
27876,54899,Sliding Two Fingers Down
27878,101349,No gesture
27881,63187,Pulling Hand In
27883,142879,Thumb Up
27885,77143,Pulling Hand In
27886,47600,Sliding Two Fingers Right
27889,78358,Pushing Two Fingers Away
27890,124279,No gesture
27893,85503,Pulling Hand In
27898,91730,Sliding Two Fingers Right
27901,97130,Sliding Two Fingers Right
27902,47718,Turning Hand Counterclockwise
27904,56094,Pulling Hand In
27906,79211,Sliding Two Fingers Right
27907,27836,Pushing Two Fingers Away
27911,82100,Turning Hand Counterclockwise
27912,102128,Sliding Two Fingers Left
27913,48060,Turning Hand Counterclockwise
27914,144092,Pushing Two Fingers Away
27915,38097,Sliding Two Fingers Left
27917,88659,Pulling Hand In
27919,63747,Sliding Two Fingers Right
27920,118317,Sliding Two Fingers Right
27921,78085,Sliding Two Fingers Right
27924,132800,Pulling Hand In
27925,66937,Thumb Up
27927,25744,Turning Hand Counterclockwise
27935,42110,Sliding Two Fingers Left
27937,22294,Sliding Two Fingers Right
27938,134572,Pulling Hand In
27939,67575,No gesture
27940,134616,Sliding Two Fingers Down
27945,124324,Sliding Two Fingers Down
27948,56896,Sliding Two Fingers Down
27950,131138,Sliding Two Fingers Down
27952,105819,Sliding Two Fingers Left
27954,36233,Thumb Up
27955,118318,Pushing Two Fingers Away
27957,127363,No gesture
27959,108817,Pushing Two Fingers Away
27961,49557,Sliding Two Fingers Down
27963,19586,Shaking Hand
27970,106454,Sliding Two Fingers Right
27981,43905,Pulling Hand In
27984,29781,Shaking Hand
27985,116755,No gesture
27986,66880,Sliding Two Fingers Down
27990,85069,Rolling Hand Forward
27991,52728,Sliding Two Fingers Down
27992,131700,No gesture
27999,142895,Shaking Hand
28000,2338,Sliding Two Fingers Down
28001,20030,Sliding Two Fingers Down
28002,80819,Sliding Two Fingers Left
28012,112920,Shaking Hand
28014,41615,Pushing Two Fingers Away
28015,66029,Turning Hand Counterclockwise
28019,141735,Shaking Hand
28023,71874,Sliding Two Fingers Right
28024,146897,Turning Hand Counterclockwise
28033,3934,Pulling Hand In
28036,63350,Sliding Two Fingers Left
28042,131773,Sliding Two Fingers Down
28043,77006,Sliding Two Fingers Down
28044,20596,Pulling Hand In
28045,25775,No gesture
28046,56815,Shaking Hand
28056,49289,Turning Hand Counterclockwise
28058,82110,Turning Hand Counterclockwise
28059,63087,Thumb Up
28060,44968,Sliding Two Fingers Right
28062,56700,Sliding Two Fingers Right
28064,41705,Thumb Up
28068,49725,Sliding Two Fingers Left
28072,37718,Turning Hand Counterclockwise
28074,9188,Rolling Hand Forward
28075,123156,Sliding Two Fingers Left
28077,53834,Thumb Up
28080,129141,Rolling Hand Forward
28083,59345,Sliding Two Fingers Down
28084,128468,Sliding Two Fingers Right
28085,49863,Rolling Hand Forward
28087,82825,Pushing Two Fingers Away
28088,122617,Shaking Hand
28089,95805,Pulling Hand In
28090,89848,No gesture
28093,51360,Sliding Two Fingers Down
28094,34564,Rolling Hand Forward
28096,140963,No gesture
28099,25993,Shaking Hand
28100,91266,Sliding Two Fingers Down
28103,15475,Sliding Two Fingers Left
28108,105896,Rolling Hand Forward
28109,137428,Pushing Two Fingers Away
28111,85594,Turning Hand Counterclockwise
28112,95362,Shaking Hand
28115,74774,Pushing Two Fingers Away
28116,155,Rolling Hand Forward
28117,102058,Sliding Two Fingers Right
28119,89389,Shaking Hand
28126,64764,Shaking Hand
28127,13074,Sliding Two Fingers Left
28128,106140,Turning Hand Counterclockwise
28137,133494,Pulling Hand In
28138,68302,No gesture
28140,107113,Sliding Two Fingers Right
28144,44135,Pulling Hand In
28148,31252,Pushing Two Fingers Away
28151,71282,Pulling Hand In
28152,81363,Sliding Two Fingers Down
28153,29358,Pulling Hand In
28156,1273,Pushing Two Fingers Away
28160,66727,Pushing Two Fingers Away
28162,11316,Sliding Two Fingers Right
28164,47112,Pulling Hand In
28165,112305,Sliding Two Fingers Right
28167,39677,No gesture
28171,6382,No gesture
28173,142807,Pushing Two Fingers Away
28176,116206,No gesture
28179,68,Shaking Hand
28183,85928,Pulling Hand In
28185,87330,No gesture
28189,126033,Pushing Two Fingers Away
28190,27829,Sliding Two Fingers Right
28193,86439,Shaking Hand
28195,72991,No gesture
28196,3461,No gesture
28197,138024,Shaking Hand
28198,19665,No gesture
28201,97489,Sliding Two Fingers Right
28202,108874,Turning Hand Counterclockwise
28204,83551,No gesture
28206,39460,Pulling Hand In
28208,123207,Sliding Two Fingers Down
28211,72551,Rolling Hand Forward
28212,29469,Shaking Hand
28213,105155,Sliding Two Fingers Right
28217,104085,Sliding Two Fingers Right
28219,139092,Sliding Two Fingers Right
28222,134042,Rolling Hand Forward
28228,43601,Thumb Up
28229,39342,Shaking Hand
28233,44670,Thumb Up
28234,39038,Turning Hand Counterclockwise
28237,79202,Turning Hand Counterclockwise
28239,20498,Sliding Two Fingers Right
28241,9467,Sliding Two Fingers Down
28245,124398,Turning Hand Counterclockwise
28246,70760,Shaking Hand
28247,84312,Shaking Hand
28248,19812,Shaking Hand
28250,144595,Turning Hand Counterclockwise
28257,1387,Rolling Hand Forward
28260,36579,Thumb Up
28262,125000,Pushing Two Fingers Away
28263,6637,Pushing Two Fingers Away
28269,142566,Sliding Two Fingers Left
28278,100542,Sliding Two Fingers Left
28281,5095,Sliding Two Fingers Left
28288,57778,Sliding Two Fingers Right
28290,101078,No gesture
28297,67344,Pushing Two Fingers Away
28299,61999,No gesture
28301,146128,Turning Hand Counterclockwise
28302,115582,Pulling Hand In
28303,121160,Rolling Hand Forward
28306,16380,Pulling Hand In
28307,72735,Pushing Two Fingers Away
28308,116954,Pushing Two Fingers Away
28309,37480,Pushing Two Fingers Away
28310,53699,Sliding Two Fingers Left
28316,29461,No gesture
28319,86175,Sliding Two Fingers Left
28327,33586,Sliding Two Fingers Left
28329,41499,Thumb Up
28330,144467,Pushing Two Fingers Away
28333,95121,Sliding Two Fingers Left
28335,2275,Shaking Hand
28336,110383,Sliding Two Fingers Right
28339,123891,Rolling Hand Forward
28345,121184,Sliding Two Fingers Right
28346,140284,Thumb Up
28351,72313,No gesture
28352,120578,Shaking Hand
28353,25418,Pushing Two Fingers Away
28355,45000,Sliding Two Fingers Left
28356,142498,Shaking Hand
28359,116448,Turning Hand Counterclockwise
28360,88897,No gesture
28362,123232,Pushing Two Fingers Away
28367,36298,Turning Hand Counterclockwise
28370,24188,Pushing Two Fingers Away
28373,48497,No gesture
28374,120244,Sliding Two Fingers Down
28378,82986,Pulling Hand In
28379,62579,Sliding Two Fingers Right
28381,120117,Thumb Up
28389,94562,Rolling Hand Forward
28391,123453,Sliding Two Fingers Left
28393,16310,Sliding Two Fingers Down
28395,35898,Rolling Hand Forward
28399,124108,Rolling Hand Forward
28400,136919,Pulling Hand In
28404,26421,Turning Hand Counterclockwise
28406,91949,Pushing Two Fingers Away
28409,112535,Thumb Up
28410,9853,Pulling Hand In
28412,84845,Sliding Two Fingers Right
28414,47671,Pushing Two Fingers Away
28415,102581,Pushing Two Fingers Away
28416,85652,Pushing Two Fingers Away
28420,14059,Thumb Up
28422,58252,Sliding Two Fingers Left
28426,127393,Shaking Hand
28433,21538,Sliding Two Fingers Left
28434,68689,Sliding Two Fingers Down
28435,79733,Turning Hand Counterclockwise
28441,144846,Sliding Two Fingers Down
28443,107190,Turning Hand Counterclockwise
28447,104003,Shaking Hand
28448,100385,Thumb Up
28460,60305,Pulling Hand In
28463,89667,Sliding Two Fingers Left
28466,74329,Pulling Hand In
28469,109557,Thumb Up
28471,113799,Sliding Two Fingers Left
28474,44030,Sliding Two Fingers Down
28475,113663,Thumb Up
28482,104808,Rolling Hand Forward
28484,93529,Pulling Hand In
28489,51942,Pushing Two Fingers Away
28491,118505,Pulling Hand In
28494,43916,Sliding Two Fingers Left
28496,143234,No gesture
28497,15614,Shaking Hand
28500,112597,Turning Hand Counterclockwise
28504,2434,Sliding Two Fingers Left
28508,141139,Sliding Two Fingers Right
28510,32358,Turning Hand Counterclockwise
28511,133183,No gesture
28513,40264,Sliding Two Fingers Right
